PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,principal_variation,sparring_full_pv_probs,sparring_full_model_moves,sparring_wdl,branch_1,branch_2,branch_1_probs,branch_2_probs,full_model_moves,full_pv_probs,corrupted_fen
kznTN,1r1r3k/p4Qpp/2p5/4p3/1bB1P3/q5P1/R2B1P1P/6K1 b - - 2 27,d8f8 a2a3 f8f7 d2b4,2064,75,92,956,advantage middlegame short,https://lichess.org/RE2Mv38j/black#53,,"['a2a3', 'f8f7', 'd2b4']","[0.5203251838684082, 0.5355774760246277, 0.07749254256486893]","['a2a3', 'f8f7', 'c4f7']","[0.004597789607942104, 0.9851507544517517, 0.010251402854919434]","['a2a3', 'f8f7', 'd2b4']","['f7h5', 'a3f3', 'h5f3']","[0.4966936707496643, 0.9187232851982117, 0.9223096966743469]","[0.3316347002983093, 0.8773914575576782, 0.905228853225708]","['a2a3', 'f8f7', 'd2b4']","[0.4966936707496643, 0.9187232851982117, 0.9223096966743469]",1r3r1k/p4Qpp/2p5/4p3/2B1P3/q5Pb/R2B1P1P/6K1 w - - 3 28
kztni,3rr2k/1b3pp1/p1n5/1p4q1/1P2B3/P1B1P2P/2Q2PP1/R4RK1 w - - 3 22,e4f3 c6d4 c3d4 b7f3,1856,76,84,72,advantage discoveredAttack middlegame pin short,https://lichess.org/tPMXpEQh#42,,"['c6d4', 'c3d4', 'b7f3']","[0.20558804273605347, 0.36625033617019653, 0.52848881483078]","['c6e5', 'c3d4', 'b7f3']","[0.02296646684408188, 0.6503901481628418, 0.3266433775424957]","['c6d4', 'c3d4', 'b7f3']","['c6b4', 'c2e2', 'b4d5']","[0.44392794370651245, 0.7056525945663452, 0.9179767966270447]","[0.438854455947876, 0.8358101844787598, 0.8666427731513977]","['c6d4', 'c3d4', 'b7f3']","[0.44392794370651245, 0.7056525945663452, 0.9179767966270447]",3rr2k/1b3pp1/p1n5/1p4q1/1P6/P1B1PB1P/2Q2PP1/R4R1K b - - 4 22
l0fMx,5r2/3q4/1pkp4/8/Q1PpP1b1/6P1/PP4P1/2K4R b - - 3 30,c6c7 h1h7 f8f1 c1d2,2041,76,83,60,advantage defensiveMove endgame pin short,https://lichess.org/9lPgLPm6/black#59,,"['h1h7', 'f8f1', 'c1d2']","[0.0045524402521550655, 0.34564200043678284, 0.408086895942688]","['a4a7', 'd7h7', 'c1c2']","[0.011771438643336296, 0.9649633765220642, 0.023265182971954346]","['a4a7', 'c7c6', 'a7a4']","['h1h7', 'f8f1', 'c1d2']","[0.47821447253227234, 0.9262670874595642, 0.7034947276115417]","[0.38429543375968933, 0.7187954187393188, 0.9699388146400452]","['a4a7', 'c7c6', 'a7a4']","[0.38429543375968933, 0.7187954187393188, 0.9699388146400452]",5r2/2kq4/1pbp4/8/Q1PpP3/6P1/PP4P1/2K4R w - - 4 31
l9ZEB,2r2rk1/4Rppp/3q1n2/pb1P4/3N4/1B2Q2P/5PP1/3R2K1 b - - 1 23,f6d5 b3d5 d6d5 e7e5,2535,84,58,104,advantage middlegame short,https://lichess.org/7d4FmGTQ/black#45,,"['b3d5', 'd6d5', 'e7e5']","[0.11040690541267395, 0.4841763377189636, 0.42420074343681335]","['d4f5', 'd6d5', 'e7e5']","[0.009101815521717072, 0.9845112562179565, 0.006386891473084688]","['d4f5', 'd5e3', 'f5d6']","['b3d5', 'd6d5', 'e7e5']","[0.3876197934150696, 0.8808304071426392, 0.9072564840316772]","[0.3241170048713684, 0.7805995345115662, 0.8972758650779724]","['d4f5', 'd5e3', 'f5d6']","[0.3241170048713684, 0.7805995345115662, 0.8972758650779724]",2r2rk1/4Rppp/2bq4/p2n4/3N4/1B2Q2P/5PP1/3R2K1 w - - 0 24
lCEjh,r2r4/pb2q1kQ/1p2pp1p/3p2pP/2pP2P1/2P1P1n1/PP1N4/1BR1K2R b K - 1 24,g7f8 h7h8 f8f7 b1g6,1578,75,94,3042,mate mateIn2 middlegame short,https://lichess.org/SrxlGlHB/black#47,,"['h7h8', 'f8f7', 'b1g6']","[0.25659406185150146, 1.0, 0.011049749329686165]","['h7h6', 'f8f7', 'h8h7']","[0.048825982958078384, 0.9310740828514099, 0.020099934190511703]","['h7h6', 'e7g7', 'h6g7']","['h7h8', 'f8f7', 'b1g6']","[0.5071331858634949, 0.8623810410499573, 0.9282621145248413]","[0.4295117259025574, 1.0, 0.790404200553894]","['h7h6', 'e7g7', 'h6g7']","[0.4295117259025574, 1.0, 0.790404200553894]",r2r1k2/pb5Q/1p2pp1p/3p2pP/2pP2P1/2P1P1n1/PP1N2q1/1BR1K2R w K - 2 25
lHLnE,6k1/p5pp/2pq1p1r/2ppnr2/5R2/1P1PP2P/P1QP1RPK/8 w - - 0 29,f4f5 e5f3 h2h1 d6h2,1928,82,81,170,doubleCheck endgame mate mateIn2 short,https://lichess.org/XbxEcYos#56,,"['e5f3', 'h2h1', 'd6h2']","[0.03593334183096886, 1.0, 0.41544121503829956]","['e5g4', 'h2h1', 'd6h2']","[0.00812886469066143, 0.9851295948028564, 0.006741505581885576]","['e5f3', 'h2h1', 'd6h2']","['e5g4', 'h2g1', 'g4f2']","[0.33942529559135437, 1.0, 0.9113495349884033]","[0.32229742407798767, 0.9953936338424683, 0.7269449830055237]","['e5f3', 'h2h1', 'd6h2']","[0.33942529559135437, 1.0, 0.9113495349884033]",6k1/p5pp/2pq1p1r/2ppnR2/5Q2/1P1PP2P/P2P1RPK/8 b - - 0 29
lKtCn,r2q1rn1/1b1k4/p1nBR2p/1pp3p1/6Q1/P2P4/2P2PPP/bN4K1 b - - 1 20,g8e7 e6e7 d7d6 g4e6,1622,78,95,16609,doubleCheck mate mateIn2 middlegame short,https://lichess.org/lO4noQ68/black#39,,"['e6e7', 'd7d6', 'g4e6']","[0.050406280905008316, 1.0, 0.19072768092155457]","['c2c3', 'd7d6', 'g4e6']","[0.020440656691789627, 0.765972375869751, 0.2135869264602661]","['e6e7', 'd7d6', 'g4e6']","['e6f6', 'd7e8', 'g4h5']","[0.3810160458087921, 1.0, 0.8602851033210754]","[0.3113398551940918, 0.9038242697715759, 0.8838734030723572]","['e6e7', 'd7d6', 'g4e6']","[0.3810160458087921, 1.0, 0.8602851033210754]",r2q1r2/1b2nk2/p1nBR2p/1pp3p1/6Q1/P2P4/2P2PPP/bN4K1 w - - 2 21
laEPj,1Q1b4/1p1k1p2/p1bpp2p/8/2r1PP1P/1N6/qBP3B1/2K4R w - - 8 30,g2f1 c4c2 c1c2 c6e4,2284,78,91,500,attraction crushing master middlegame queensideAttack sacrifice short,https://lichess.org/aFNKLm2W#58,,"['c4c2', 'c1c2', 'c6e4']","[0.009471106342971325, 0.7977281808853149, 0.3867553770542145]","['c4e4', 'c1c2', 'c6e4']","[0.012878700159490108, 0.9803651571273804, 0.006756214890629053]","['a2b3', 'f1c4', 'b3c4']","['c4c2', 'c1c2', 'c6e4']","[0.5266287326812744, 0.9217438101768494, 0.8579761385917664]","[0.30632224678993225, 0.9911700487136841, 0.913546621799469]","['a2b3', 'f1c4', 'b3c4']","[0.30632224678993225, 0.9911700487136841, 0.913546621799469]",bQ1b4/1p1k1p2/p2pp2p/8/2r1PP1P/1N6/qBP5/2K2B1R b - - 9 30
lbfke,B6k/2p2p2/pb1p1P1B/7n/Pp2P3/2P2b2/1P3Pr1/R2QR1K1 w - - 0 24,g1h1 h5g3 f2g3 g2e2,2357,77,93,4707,discoveredAttack kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/435bkMet#46,,"['h5g3', 'f2g3', 'g2e2']","[0.17192693054676056, 1.0, 0.017301233485341072]","['h5g3', 'f2g3', 'g2g3']","[0.0033986212220042944, 0.9882519841194153, 0.008349436335265636]","['h5g3', 'f2g3', 'g2e2']","['g2f2', 'd1f3', 'f2f3']","[0.49015146493911743, 1.0, 0.9324114322662354]","[0.3439573049545288, 0.9757542610168457, 0.8986138701438904]","['h5g3', 'f2g3', 'g2e2']","[0.49015146493911743, 1.0, 0.9324114322662354]",B6k/2p2p2/pb1p1P1B/7n/Pp2P3/2Pb4/1P3Pr1/R2QR2K b - - 1 24
ldP3y,1q1rr1k1/5ppp/2p5/p1Q1nN2/1p2P3/1P5P/1P1R2PK/3R4 w - - 0 35,d2d8 e5f3 h2h1 b8h2,1910,78,71,223,doubleCheck mate mateIn2 middlegame short,https://lichess.org/Q6I5c3jM#68,,"['e5f3', 'h2h1', 'b8h2']","[0.2583392858505249, 1.0, 0.5381501317024231]","['e5f3', 'h2h1', 'b8h2']","[0.002692324575036764, 0.987565815448761, 0.009741929359734058]","['e5g4', 'h2g1', 'e8d8']","['e5f3', 'h2h1', 'b8h2']","[0.39185771346092224, 0.9950337409973145, 0.7449827194213867]","[0.3566993474960327, 1.0, 0.8163787126541138]","['e5g4', 'h2g1', 'e8d8']","[0.3566993474960327, 1.0, 0.8163787126541138]",1q1Rr3/1k3ppp/2p5/p1Q1nN2/1p2P3/1P5P/1P4PK/3R4 b - - 0 35
lfTyG,8/4bk2/4p2p/p2rP2P/8/8/2Q3K1/8 b - - 4 47,d5e5 c2h7 f7e8 h7h8,2285,82,90,1882,crushing endgame master masterVsMaster short,https://lichess.org/Kx97iLoL/black#93,,"['c2h7', 'f7e8', 'h7h8']","[0.30792516469955444, 0.695730984210968, 0.10463964194059372]","['c2h7', 'f7e8', 'h7h6']","[0.007422399707138538, 0.9833130240440369, 0.009264538995921612]","['c2h7', 'f7e8', 'h7h8']","['c2g6', 'f7f8', 'g6h6']","[0.5094319581985474, 0.7928546667098999, 0.7703225016593933]","[0.44455528259277344, 1.0, 0.8526155352592468]","['c2h7', 'f7e8', 'h7h8']","[0.5094319581985474, 0.7928546667098999, 0.7703225016593933]",8/4bk2/4p2p/p3r2P/8/8/1pQ3K1/8 w - - 0 48
lgZsl,5Rk1/5p1p/p3pQp1/n1q5/5P2/5B1P/P5P1/2rR3K b - - 0 32,g8f8 f6h8 f8e7 h8d8,1642,75,95,4506,endgame mate mateIn2 short,https://lichess.org/XlYUrjw7/black#63,,"['f6h8', 'f8e7', 'h8d8']","[0.05732136592268944, 1.0, 0.4931396245956421]","['h1h2', 'f8e7', 'h8d8']","[0.00584573345258832, 0.9879109859466553, 0.006243241485208273]","['d1c1', 'c5c1', 'h1h2']","['f6h8', 'f8e7', 'h8d8']","[0.3722718060016632, 0.9178471565246582, 0.9891232848167419]","[0.3299520015716553, 1.0, 0.8239386081695557]","['d1c1', 'c5c1', 'h1h2']","[0.3299520015716553, 1.0, 0.8239386081695557]",5k2/3p1p1p/p3pQp1/n1q5/5P2/5B1P/P5P1/2rR3K w - - 0 33
lspW2,4k1r1/5p1p/p3p3/3p4/3Bb3/6PP/PPr2P2/1R3RK1 w - - 1 23,b1c1 g8g3 f2g3 c2g2,1362,76,85,678,advantage endgame sacrifice short,https://lichess.org/Y0Va9Apu#44,,"['g8g3', 'f2g3', 'c2g2']","[0.006651893723756075, 0.430379718542099, 0.5330222249031067]","['e8d7', 'g1h2', 'c2g2']","[0.01091252826154232, 0.9789224863052368, 0.010164999403059483]","['g8g3', 'f2g3', 'c2g2']","['e8d7', 'c1c2', 'e4c2']","[0.3443312644958496, 0.9523689150810242, 0.9069254398345947]","[0.33782684803009033, 0.7787482738494873, 0.9390150904655457]","['g8g3', 'f2g3', 'c2g2']","[0.3443312644958496, 0.9523689150810242, 0.9069254398345947]",4k1r1/5p1p/pR2p3/3p4/3Bb3/6PP/PPr2P2/5RK1 b - - 2 23
ltmhQ,1Rr2b1r/Q1pk4/2p1pp2/2P2q1p/3P2pP/P3B3/5PP1/5RK1 b - - 1 23,f8c5 d4c5 c8b8 f1d1,1848,76,77,80,crushing middlegame sacrifice short,https://lichess.org/NenyVLU2/black#45,,"['d4c5', 'c8b8', 'f1d1']","[0.32401394844055176, 0.7892200350761414, 0.8230843544006348]","['d4c5', 'c8b8', 'f1d1']","[0.002934822579845786, 0.9931464791297913, 0.0039187041111290455]","['b8c8', 'c5a7', 'c8h8']","['d4c5', 'c8b8', 'f1d1']","[0.6376566290855408, 0.9161831736564636, 0.9352027773857117]","[0.3109997808933258, 0.8232895135879517, 0.9422218799591064]","['b8c8', 'c5a7', 'c8h8']","[0.3109997808933258, 0.8232895135879517, 0.9422218799591064]",1Rr4r/Q1pk2K1/2p1pp2/2b2q1p/3P2pP/P3B3/5PP1/5R2 w - - 0 24
lvAaj,5r2/pp1k1pb1/1q1pp2p/8/3NQP2/2r3P1/PP5P/1K1RR3 w - - 0 22,d4e6 c3c1 b1c1 b6b2,1766,80,70,45,attraction mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/u6dWEXMY#42,,"['c3c1', 'b1c1', 'b6b2']","[0.04518502578139305, 0.9546667337417603, 0.6638891100883484]","['f8e8', 'b1c1', 'b6b2']","[0.007938075810670853, 0.9577215909957886, 0.034340303391218185]","['f7e6', 'e4e6', 'd7c7']","['c3c1', 'b1c1', 'b6b2']","[0.37865567207336426, 0.8346933722496033, 0.9048996567726135]","[0.3585658669471741, 0.7948226928710938, 0.8897534608840942]","['f7e6', 'e4e6', 'd7c7']","[0.3585658669471741, 0.7948226928710938, 0.8897534608840942]",5r2/pp1kbp2/1q1pN2p/8/4QP2/2r3P1/PP5P/1K1RR3 b - - 0 22
m1kL7,8/4pb1p/3p2pP/p2P2P1/Bp2P3/1Pk1K3/P7/8 b - - 1 44,e7e6 e4e5 e6d5 e5d6,1959,75,87,619,bishopEndgame crushing endgame master short,https://lichess.org/czA2mzrG/black#87,,"['e4e5', 'e6d5', 'e5d6']","[0.10425592213869095, 0.40117117762565613, 0.5670623779296875]","['d5e6', 'd6e5', 'e5d6']","[0.045997440814971924, 0.937574028968811, 0.01642850786447525]","['d5e6', 'f7e6', 'a4e8']","['e4e5', 'e6d5', 'e5d6']","[0.4665450155735016, 0.9734259247779846, 0.7564175724983215]","[0.4205169081687927, 0.9322417974472046, 0.9693106412887573]","['d5e6', 'f7e6', 'a4e8']","[0.4205169081687927, 0.9322417974472046, 0.9693106412887573]",8/5b1p/3pp1pP/p2P2P1/Bp2P3/1PkpK3/P7/8 w - - 0 45
mAyJS,r2r2k1/5pp1/b1p4p/p1N1pP2/1p2P3/1P2Q2P/1Pq3P1/R3R2K w - - 0 25,a1a5 a6f1 e1f1 a8a5,2112,75,91,2619,crushing discoveredAttack middlegame short,https://lichess.org/UBB5h0mA#48,,"['a6f1', 'e1f1', 'a8a5']","[0.04994410276412964, 0.06508103758096695, 0.8337491750717163]","['a6b5', 'a5a8', 'a8a5']","[0.004775501322001219, 0.9836077094078064, 0.0116167813539505]","['a6b5', 'a5a8', 'd8a8']","['a6f1', 'e1f1', 'a8a5']","[0.4696258008480072, 0.8331171274185181, 0.9199484586715698]","[0.463309109210968, 0.8428571224212646, 0.9186400771141052]","['a6b5', 'a5a8', 'd8a8']","[0.463309109210968, 0.8428571224212646, 0.9186400771141052]",r2r2k1/5pp1/b1p4p/R1N1pP2/1p2P3/1P2Q2P/1P1q2P1/4R2K b - - 0 25
mKFVn,5R2/3P4/3r4/8/8/4K3/7p/4k3 w - - 10 75,f8a8 d6d7 a8h8 d7d2,2307,79,85,139,crushing defensiveMove endgame rookEndgame short,https://lichess.org/p3A37Qts#148,,"['d6d7', 'a8h8', 'd7d2']","[0.35240066051483154, 0.35152003169059753, 0.1859813779592514]","['d6d7', 'a8a1', 'd7e7']","[0.00892848614603281, 0.9875739216804504, 0.003497600555419922]","['d6d7', 'a8h8', 'd7d2']","['h2h1q', 'a8a1', 'd6d1']","[0.4523792266845703, 0.8756778240203857, 0.9363045692443848]","[0.3262976408004761, 0.9378438591957092, 1.0]","['d6d7', 'a8h8', 'd7d2']","[0.4523792266845703, 0.8756778240203857, 0.9363045692443848]",R7/3P4/3r4/8/8/4K3/3P3p/4k3 b - - 11 75
mbOyf,r1q1r2k/pp2b2N/6Q1/4p3/2PpR3/1P6/P4PPP/2K5 b - - 0 25,e8g8 g6h6 g8g6 h6g6,1805,79,85,51,crushing middlegame quietMove short,https://lichess.org/lOLWgeYG/black#49,,"['g6h6', 'g8g6', 'h6g6']","[0.12203266471624374, 0.02979852631688118, 0.6347303986549377]","['g6h5', 'g8g7', 'h6g6']","[0.0013729218626394868, 0.9954869151115417, 0.0031401177402585745]","['g6h6', 'g8g6', 'h6g6']","['g6h5', 'c8e8', 'h5h3']","[0.5650991797447205, 0.7060154676437378, 0.8960428237915039]","[0.36421293020248413, 0.7218418121337891, 0.7261133193969727]","['g6h6', 'g8g6', 'h6g6']","[0.5650991797447205, 0.7060154676437378, 0.8960428237915039]",r1q3rk/pp2b2N/6Q1/3Kp3/2PpR3/1P6/P4PPP/8 w - - 1 26
meYIS,4rk2/1R5p/2q3p1/2p2pP1/2P1p3/3PQ1P1/5K1n/1R6 w - - 2 32,e3f4 e4e3 f2g1 h2f3,1841,75,88,178,crushing endgame short,https://lichess.org/DkG07U16#62,,"['e4e3', 'f2g1', 'h2f3']","[0.26493388414382935, 0.379141628742218, 0.7177578210830688]","['h2g4', 'f2e2', 'h2f3']","[0.0018483471358194947, 0.9919499158859253, 0.006201714742928743]","['e4e3', 'f2g1', 'h2f3']","['e4d3', 'b7b8', 'h2g4']","[0.5454461574554443, 0.8195508122444153, 0.863715410232544]","[0.30224576592445374, 0.740624189376831, 0.7642852067947388]","['e4e3', 'f2g1', 'h2f3']","[0.5454461574554443, 0.8195508122444153, 0.863715410232544]",4rk2/1R5p/6p1/2p2pPq/2P1pQ2/3P2P1/5K1n/1R6 b - - 3 32
mjqA5,8/pp4pk/7p/2P2p2/7r/1P1Q1P1q/P4P1P/4R1K1 w - - 0 37,e1e7 h4g4 f3g4 h3d3,1831,78,84,54,advantage endgame short,https://lichess.org/tTMlA8w7#72,,"['h4g4', 'f3g4', 'h3d3']","[0.0033695034217089415, 0.5017414093017578, 0.8404753804206848]","['h3h2', 'f3g4', 'h3d3']","[0.011640637181699276, 0.984257698059082, 0.004101709462702274]","['h4h5', 'e7g7', 'h7g7']","['h4g4', 'f3g4', 'h3d3']","[0.3983548879623413, 0.9233232736587524, 0.9779872298240662]","[0.39650431275367737, 0.9774789214134216, 0.962440013885498]","['h4h5', 'e7g7', 'h7g7']","[0.39650431275367737, 0.9774789214134216, 0.962440013885498]",4K3/pp2R1pk/7p/2P2p2/7r/1P1Q1P1q/P4P1P/8 b - - 1 37
mkfSj,r2qr2k/1b4p1/p2bBn1p/3P1N2/P2QP3/8/6PP/R2R2K1 b - - 0 26,d8c7 f5d6 c7d6 e4e5,2104,77,90,1513,advantage middlegame short,https://lichess.org/dlDtBd1N/black#51,,"['f5d6', 'c7d6', 'e4e5']","[0.15607768297195435, 0.2890781760215759, 0.41920289397239685]","['a1c1', 'c7d6', 'e4e5']","[0.006524359341710806, 0.9826928377151489, 0.010782795026898384]","['f5d6', 'c7d6', 'e4e5']","['a1c1', 'd6h2', 'g1h1']","[0.5610968470573425, 0.8455539345741272, 0.8359336853027344]","[0.34757789969444275, 0.7578731775283813, 0.9621920585632324]","['f5d6', 'c7d6', 'e4e5']","[0.5610968470573425, 0.8455539345741272, 0.8359336853027344]",r3r2k/1bq3p1/p2bBn1p/3P1N2/P3P3/8/6PP/R2R2KQ w - - 1 27
mvMGZ,r5rk/ppR2Qpp/2n5/8/8/7R/P1P3PK/4q3 b - - 3 26,a8f8 h3h7 h8h7 f7h5,1182,74,95,8524,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/uR43AXab/black#51,,"['h3h7', 'h8h7', 'f7h5']","[0.3632534146308899, 1.0, 0.6411415338516235]","['h3h7', 'h8h7', 'f7h5']","[0.01549774594604969, 0.919563353061676, 0.06493892520666122]","['h3h7', 'h8h7', 'f7h5']","['f7g6', 'e1e5', 'h2g1']","[0.4043244421482086, 1.0, 0.8444640040397644]","[0.35895147919654846, 0.9087769985198975, 0.9563547372817993]","['h3h7', 'h8h7', 'f7h5']","[0.4043244421482086, 1.0, 0.8444640040397644]",6rk/ppR2Qpp/2n1r3/8/8/7R/P1P3PK/4q3 w - - 4 27
mvzri,r5k1/1pp3p1/4pqPp/8/1nP5/1p1PQN2/1P3P2/2KR1R2 w - - 3 29,f1e1 a8a1 c1d2 f6b2,1633,74,93,1154,deflection mate mateIn2 middlegame queensideAttack short,https://lichess.org/Tf20iRSh#56,,"['a8a1', 'c1d2', 'f6b2']","[0.45192065834999084, 1.0, 0.13755154609680176]","['a8a1', 'c1d2', 'a1d1']","[0.003455361118540168, 0.9937418103218079, 0.00280279153957963]","['a8a1', 'c1d2', 'f6b2']","['b4a2', 'c1b1', 'a2c3']","[0.5777826309204102, 1.0, 0.9047370553016663]","[0.3259294629096985, 0.993480920791626, 0.7381724119186401]","['a8a1', 'c1d2', 'f6b2']","[0.5777826309204102, 1.0, 0.9047370553016663]",r5k1/1pp3p1/4pqPp/4p3/1nP5/1p1PQN2/1P3P2/2KRR3 b - - 4 29
n4cNh,3r4/1p6/2p5/p3N1P1/P4n2/2P3k1/1P6/5RK1 w - - 4 40,g5g6 f4e2 g1h1 d8h8,1206,75,84,195,endgame mate mateIn2 short,https://lichess.org/Wp6up6zV#78,,"['f4e2', 'g1h1', 'd8h8']","[0.35904523730278015, 1.0, 0.7520100474357605]","['f4e2', 'g1h1', 'd8h8']","[0.0036514271050691605, 0.986907958984375, 0.009440627880394459]","['f4h3', 'g1h1', 'h3f2']","['f4e2', 'g1h1', 'd8h8']","[0.5054797530174255, 1.0, 0.8477152585983276]","[0.41393962502479553, 1.0, 0.9390783905982971]","['f4h3', 'g1h1', 'h3f2']","[0.41393962502479553, 1.0, 0.9390783905982971]",8/1p6/2p3P1/p3N3/P4n2/1rP3k1/1P6/5RK1 b - - 0 40
n6ORD,3rkr2/3b1B1R/2p2Q2/p3p3/5q2/PPN5/1KP5/8 b - - 0 34,f8f7 h7h8 f7f8 h8f8,1569,74,98,5125,mate mateIn2 middlegame short,https://lichess.org/FeBRP7MR/black#67,,"['h7h8', 'f7f8', 'h8f8']","[0.49779266119003296, 1.0, 0.07704122364521027]","['h7h8', 'f7f8', 'f6g6']","[0.003373956074938178, 0.9913408160209656, 0.005285284947603941]","['h7h8', 'f7f8', 'h8f8']","['h7f7', 'f4f6', 'f7f6']","[0.567736029624939, 1.0, 0.9240932464599609]","[0.3517455458641052, 0.9263995289802551, 0.9551674127578735]","['h7h8', 'f7f8', 'h8f8']","[0.567736029624939, 1.0, 0.9240932464599609]",4k3/3b1r1R/2p2Q2/p3p2r/5q2/PPN5/1KP5/8 w - - 0 35
n7EY4,r4rk1/1bq1bp1p/5P2/pp1pp3/4p3/2PPB3/PP5P/RN1Q1RK1 b - - 0 18,e7c5 d1g4 g8h8 g4g7,953,78,91,211,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/2TxZUNcN/black#35,Pirc_Defense Pirc_Defense_Other_variations,"['d1g4', 'g8h8', 'g4g7']","[0.16688479483127594, 1.0, 0.7080439925193787]","['d3d4', 'g8h8', 'g4g7']","[0.004438485484570265, 0.9890066385269165, 0.006554913241416216]","['d1g4', 'g8h8', 'g4g7']","['e3c5', 'c7c5', 'd3d4']","[0.39052483439445496, 1.0, 0.8989550471305847]","[0.33202216029167175, 0.8619092106819153, 0.9311510920524597]","['d1g4', 'g8h8', 'g4g7']","[0.39052483439445496, 1.0, 0.8989550471305847]",r4r2/1bq2p1p/4kP2/ppbpp3/4p3/2PPB3/PP5P/RN1Q1RK1 w - - 1 19
nFdNP,7r/1rp1kpp1/4bp1p/8/3N4/P5KP/1P4P1/3RR3 b - - 0 21,b7b2 d4c6 e7f8 d1d8,1060,75,96,2587,endgame mate mateIn2 short,https://lichess.org/Evc81se3/black#41,,"['d4c6', 'e7f8', 'd1d8']","[0.0392388179898262, 0.7377526760101318, 0.45982855558395386]","['d4f5', 'e7f8', 'd1d8']","[0.0036418100353330374, 0.9838488101959229, 0.01250933762639761]","['d4c6', 'e7f8', 'd1d8']","['d4f5', 'e7e8', 'f5g7']","[0.47279196977615356, 0.7804616093635559, 0.9280503392219543]","[0.4382708668708801, 0.9952523708343506, 0.7364839315414429]","['d4c6', 'e7f8', 'd1d8']","[0.47279196977615356, 0.7804616093635559, 0.9280503392219543]",2r5/2p1kpp1/4bp1p/8/3N4/P5KP/1r4P1/3RR3 w - - 0 22
nGHx9,1q3rk1/4ppb1/p6B/2pPp2Q/4B3/6P1/P6P/6K1 b - - 2 30,f7f5 h5g6 f8f7 e4f5,2113,76,84,78,crushing endgame short,https://lichess.org/I9tgXRkW/black#59,,"['h5g6', 'f8f7', 'e4f5']","[0.05623572692275047, 0.9018425941467285, 0.444870263338089]","['e4f5', 'f8f7', 'e4f5']","[0.001616158289834857, 0.9937600493431091, 0.00462376931682229]","['h6g7', 'g8g7', 'h5g5']","['h5g6', 'f8f7', 'e4f5']","[0.37997955083847046, 0.7180079221725464, 0.7811971306800842]","[0.3797065019607544, 0.8948320150375366, 0.8817124962806702]","['h6g7', 'g8g7', 'h5g5']","[0.3797065019607544, 0.8948320150375366, 0.8817124962806702]",1q3rk1/4p1b1/p1K4B/2pPpp1Q/4B3/6P1/P6P/8 w - - 0 31
nn4l7,6k1/bb4pp/8/3p4/Q7/4rB2/1qp1NPPP/2R3K1 w - - 0 38,a4a7 b2c1 e2c1 e3e1,1563,86,80,407,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/ebxjQlsX#74,,"['b2c1', 'e2c1', 'e3e1']","[0.0024493446107953787, 1.0, 0.805499255657196]","['e3e2', 'e2c1', 'e3e1']","[0.014017511159181595, 0.9305006861686707, 0.05548182502388954]","['b2c1', 'e2c1', 'e3e1']","['e3e2', 'a7b8', 'g8f7']","[0.44882455468177795, 1.0, 0.91336590051651]","[0.3643609583377838, 0.8774559497833252, 0.9317800402641296]","['b2c1', 'e2c1', 'e3e1']","[0.44882455468177795, 1.0, 0.91336590051651]",6k1/1b4pp/8/3p4/8/4rB2/1qpQNPPP/2R3K1 b - - 0 38
nnCy2,8/p5pk/7p/4R3/4P2r/6q1/PPP1Q1B1/6K1 w - - 1 33,e2f2 h4h1 g1h1 g3f2,1968,75,81,104,advantage deflection endgame pin short,https://lichess.org/wxEuBz83#64,,"['h4h1', 'g1h1', 'g3f2']","[0.07640640437602997, 1.0, 0.8658228516578674]","['g3e5', 'g1h1', 'g3f2']","[0.001979883061721921, 0.9940720200538635, 0.003948042634874582]","['h4h1', 'g1h1', 'g3f2']","['g3h2', 'g1f1', 'h4f4']","[0.49998652935028076, 1.0, 0.9460381269454956]","[0.4592856764793396, 1.0, 0.9469186067581177]","['h4h1', 'g1h1', 'g3f2']","[0.49998652935028076, 1.0, 0.9460381269454956]",8/p4Rpk/7p/8/4P2r/6q1/PPP2QB1/6K1 b - - 2 33
nqGGL,Rk4r1/1p6/1Np5/5p2/3p1n2/1P4qp/1PP1Q3/7K b - - 3 34,b8c7 e2e5 c7b6 e5a5,2093,74,94,10791,endgame mate mateIn2 sacrifice short,https://lichess.org/NR6oJ67f/black#67,,"['e2e5', 'c7b6', 'e5a5']","[0.6621068120002747, 1.0, 0.6141607761383057]","['e2e5', 'c7b6', 'e5a5']","[0.003102893242612481, 0.9892377853393555, 0.0076592545956373215]","['e2e5', 'c7b6', 'e5a5']","['e2e7', 'c7b6', 'e7b4']","[0.5826514959335327, 1.0, 0.8507785797119141]","[0.3243430256843567, 1.0, 0.9146608710289001]","['e2e5', 'c7b6', 'e5a5']","[0.5826514959335327, 1.0, 0.8507785797119141]",R5r1/1pk5/1Np5/2p2p2/3p1n2/1P4qp/1PP1Q3/7K w - - 4 35
